Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
2780, 1537, 10
3167, 1466, 11
3462, 1467, 12
3750, 1537, 12
4040, 1537, 9
4342, 1327, 6
4656, 1536, 12
4904, 1467, 10
5227, 1397, 10
5579, 1397, 11
5841, 1467, 11
6174, 1466, 12
6484, 1537, 12
6749, 1467, 9
7081, 1467, 11
7384, 1467, 11
7736, 1536, 11
8064, 1536, 10
8386, 1467, 11
8718, 1536, 11
9057, 1397, 9
9423, 1397, 8
9704, 1397, 9
10035, 1536, 11
10339, 1467, 12
10621, 1466, 10
10938, 1467, 11
11248, 1466, 12
11548, 1537, 12
11859, 1466, 9
12205, 1397, 6
12528, 1467, 12
12873, 1466, 10
13180, 1467, 10
13488, 1467, 11
13768, 1606, 11
14109, 1466, 12
14418, 1537, 12
14698, 9987, 9
14993, 2235, 11
15304, 1607, 11
15588, 1676, 11
15903, 1606, 10
16223, 1607, 11
16532, 1606, 11
16838, 1536, 9
17195, 1536, 8
17468, 1606, 9
17742, 1606, 11
18016, 1607, 12
18282, 1537, 10
18595, 1607, 11
18889, 1606, 12
19204, 1537, 12
19530, 1537, 9
19836, 1537, 6
20122, 1606, 12
20467, 1537, 10
20835, 1606, 10
21049, 1537, 11
21338, 1676, 11
21625, 1677, 12
21958, 1607, 12
22258, 1537, 9
22541, 1537, 11
22832, 1607, 11
23132, 1607, 11
23421, 1537, 10
23732, 1606, 11
24030, 1606, 11
24323, 1466, 9
24683, 1048, 8
24973, 1118, 9
25264, 1606, 11
25651, 1677, 12
25945, 1536, 12
26233, 1606, 10
26501, 1536, 11
26809, 1537, 11
27171, 1746, 12
27519, 2025, 12
27783, 1537, 11
28068, 1536, 11
28344, 1536, 12
28650, 1467, 10
28922, 1536, 10
29249, 1537, 11
29580, 1467, 11
29856, 1606, 12
30161, 1397, 8
30490, 1466, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
12, 10, 9987,0, 1612


BST Search
Item, Running Time, Numer of comparisons
1, 2514, 1
313, 1746, 30
585, 1886, 59
894, 2165, 88
1198, 2444, 117
1502, 2794, 146
1854, 3003, 175
2153, 3283, 204
2498, 3631, 233
2780, 3911, 262
3167, 4191, 291
3462, 4400, 320
3750, 4679, 349
4040, 5029, 378
4342, 5238, 407
4656, 5588, 436
4904, 5866, 465
5227, 6076, 494
5579, 6495, 523
5841, 6775, 552
6174, 8521, 581
6484, 7403, 610
6749, 7682, 639
7081, 7962, 668
7384, 8311, 697
7736, 8660, 726
8064, 8939, 755
8386, 9289, 784
8718, 9568, 813
9057, 9917, 842
9423, 10197, 871
9704, 10337, 900
10035, 10616, 929
10339, 11105, 958
10621, 11245, 987
10938, 11943, 1016
11248, 11733, 1045
11548, 12292, 1074
11859, 12431, 1103
12205, 12711, 1132
12528, 12991, 1161
12873, 13479, 1190
13180, 13619, 1219
13488, 13898, 1248
13768, 14387, 1277
14109, 14527, 1306
14418, 14666, 1335
14698, 15085, 1364
14993, 15435, 1393
15304, 15645, 1422
15588, 15854, 1451
15903, 16133, 1480
16223, 16622, 1509
16532, 16692, 1538
16838, 17111, 1567
17195, 17390, 1596
17468, 17670, 1625
17742, 17949, 1654
18016, 18228, 1683
18282, 18508, 1712
18595, 19067, 1741
18889, 19067, 1770
19204, 19346, 1799
19530, 19695, 1828
19836, 20114, 1857
20122, 20184, 1886
20467, 20533, 1915
20835, 20813, 1944
21049, 21371, 1973
21338, 21441, 2002
21625, 21721, 2031
21958, 22000, 2060
22258, 22489, 2089
22541, 22488, 2118
22832, 22908, 2147
23132, 23258, 2176
23421, 23676, 2205
23732, 63346, 2234
24030, 24095, 2263
24323, 24304, 2292
24683, 24934, 2321
24973, 25003, 2350
25264, 25213, 2379
25651, 25841, 2408
25945, 25841, 2437
26233, 26120, 2466
26501, 26400, 2495
26809, 26959, 2524
27171, 27028, 2553
27519, 27308, 2582
27783, 27587, 2611
28068, 28076, 2640
28344, 28146, 2669
28650, 38483, 2698
28922, 28635, 2727
29249, 29263, 2756
29580, 29263, 2785
29856, 29473, 2814
30161, 29822, 2843
30490, 30311, 2872

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2872, 1436, 63346,0, 16300


AVL Search
Item, Running Time, Numer of comparisons
1, 1537, 11
313, 1537, 10
585, 1537, 11
894, 1467, 8
1198, 1536, 11
1502, 1466, 10
1854, 1467, 11
2153, 2096, 9
2498, 55454, 11
2780, 1537, 10
3167, 2375, 11
3462, 1676, 5
3750, 1606, 11
4040, 1466, 10
4342, 1676, 11
4656, 27447, 9
4904, 1606, 11
5227, 1118, 10
5579, 1537, 11
5841, 1047, 8
6174, 1606, 11
6484, 1466, 10
6749, 1536, 11
7081, 1536, 9
7384, 1536, 11
7736, 2096, 10
8064, 1677, 11
8386, 1467, 7
8718, 1606, 11
9057, 1536, 10
9423, 1536, 11
9704, 1536, 9
10035, 1607, 11
10339, 1536, 10
10621, 1606, 11
10938, 1467, 8
11248, 1606, 11
11548, 1397, 10
11859, 1607, 11
12205, 1537, 9
12528, 1537, 11
12873, 1467, 10
13180, 1537, 11
13488, 1466, 6
13768, 1537, 11
14109, 1466, 10
14418, 1537, 11
14698, 1606, 9
14993, 1606, 11
15304, 1537, 10
15588, 1536, 11
15903, 1467, 8
16223, 1606, 11
16532, 1537, 11
16838, 2096, 12
17195, 2095, 10
17468, 2165, 12
17742, 2095, 11
18016, 1467, 12
18282, 5377, 8
18595, 5168, 12
18889, 5378, 11
19204, 5308, 12
19530, 5168, 10
19836, 5238, 12
20122, 4540, 11
20467, 1536, 12
20835, 2095, 9
21049, 5937, 12
21338, 2095, 11
21625, 5098, 12
21958, 1606, 10
22258, 1606, 12
22541, 1536, 11
22832, 1537, 12
23132, 1467, 5
23421, 1606, 12
23732, 1536, 11
24030, 1607, 12
24323, 1467, 10
24683, 1607, 12
24973, 1466, 11
25264, 1606, 12
25651, 1047, 9
25945, 1606, 13
26233, 1606, 12
26501, 1606, 13
26809, 1747, 11
27171, 1537, 13
27519, 1606, 13
27783, 1536, 14
28068, 1536, 10
28344, 1536, 14
28650, 1536, 13
28922, 1607, 14
29249, 1606, 12
29580, 1676, 15
29856, 1536, 14
30161, 1536, 16
30490, 1536, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
16, 10, 55454,0, 2720


Interpolation Search
Item, Running Time, Numer of comparisons
1, 1537, 1
313, 1537, 2
585, 1537, 3
894, 2025, 3
1198, 2515, 3
1502, 2515, 3
1854, 2515, 2
2153, 1466, 2
2498, 1467, 3
2780, 1467, 2
3167, 1467, 3
3462, 1117, 3
3750, 1607, 4
4040, 1607, 3
4342, 1396, 3
4656, 1467, 3
4904, 1537, 4
5227, 1397, 2
5579, 1466, 3
5841, 1327, 2
6174, 1327, 3
6484, 1327, 3
6749, 1327, 4
7081, 1396, 2
7384, 1397, 2
7736, 1467, 3
8064, 1396, 3
8386, 1467, 4
8718, 1467, 4
9057, 1537, 4
9423, 1537, 3
9704, 1466, 3
10035, 1467, 4
10339, 1467, 3
10621, 1467, 3
10938, 1467, 4
11248, 1537, 4
11548, 1537, 4
11859, 1537, 4
12205, 1537, 3
12528, 1537, 5
12873, 1537, 4
13180, 1467, 3
13488, 1467, 5
13768, 1467, 4
14109, 1466, 3
14418, 1467, 4
14698, 1467, 4
14993, 1536, 4
15304, 1536, 4
15588, 1396, 4
15903, 1467, 4
16223, 1467, 3
16532, 1466, 4
16838, 1466, 4
17195, 1467, 3
17468, 1467, 4
17742, 1467, 5
18016, 1467, 4
18282, 1467, 3
18595, 1467, 4
18889, 1467, 3
19204, 1467, 3
19530, 1467, 4
19836, 1467, 4
20122, 1467, 4
20467, 1467, 4
20835, 1467, 5
21049, 1467, 4
21338, 1467, 3
21625, 1467, 3
21958, 1467, 3
22258, 1397, 3
22541, 1397, 3
22832, 1397, 3
23132, 1397, 3
23421, 1397, 3
23732, 1397, 3
24030, 1397, 3
24323, 1327, 2
24683, 1327, 3
24973, 1467, 3
25264, 1467, 3
25651, 1397, 3
25945, 1397, 3
26233, 1397, 4
26501, 1397, 3
26809, 1397, 3
27171, 1467, 4
27519, 1467, 4
27783, 1396, 3
28068, 1467, 3
28344, 1467, 3
28650, 1467, 3
28922, 1467, 4
29249, 1397, 2
29580, 1397, 3
29856, 1397, 3
30161, 1397, 3
30490, 1397, 2

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 2515,0, 1487
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
38491, 1327, 1
23249, 1607, 30
13694, 1816, 59
38653, 2095, 88
57716, 2444, 117
18715, 2724, 146
6645, 3073, 175
52225, 3283, 204
40217, 3632, 233
57595, 3841, 262
4080, 4121, 291
9651, 4330, 320
21090, 4749, 349
56759, 4889, 378
23054, 5308, 407
29773, 5658, 436
10778, 14178, 465
28347, 6495, 494
38636, 6844, 523
25483, 7124, 552
46276, 7612, 581
45316, 7822, 610
54478, 8102, 639
35854, 8451, 668
20816, 8730, 697
44754, 9289, 726
47980, 9638, 755
39810, 9289, 784
10189, 9917, 813
49583, 10197, 842
35685, 10546, 871
25522, 16343, 900
21727, 10476, 929
53640, 10755, 958
55101, 11105, 987
52809, 9847, 862
2431, 11524, 1045
9368, 11943, 1074
31148, 12152, 1103
47461, 12431, 1132
18144, 12781, 1161
42252, 12991, 1190
43048, 13200, 1219
50223, 13619, 1248
29236, 13899, 1277
18146, 24095, 1306
56865, 14457, 1335
40191, 14737, 1364
15372, 14946, 1393
50704, 15156, 1422
9875, 15504, 1451
15276, 15714, 1480
56276, 16273, 1509
38523, 16134, 1538
37554, 16692, 1567
57421, 17041, 1596
19605, 17181, 1625
172, 17600, 1654
52393, 17880, 1683
34574, 18089, 1712
30301, 18439, 1741
3195, 18788, 1770
29094, 18927, 1799
20687, 19346, 1828
47869, 19626, 1857
28552, 19765, 1886
8562, 20254, 1915
39970, 20463, 1944
28433, 20743, 1973
47246, 21092, 2002
23962, 21231, 2031
16405, 21720, 2060
10420, 21860, 2089
43165, 22210, 2118
29310, 22419, 2147
34024, 22768, 2176
16996, 54965, 2205
12877, 25282, 2234
12640, 25562, 2263
5442, 25841, 2292
54018, 26051, 2321
5548, 26400, 2350
20406, 4470, 302
55034, 27099, 2408
27402, 27238, 2437
50842, 27587, 2466
12856, 28007, 2495
41483, 28216, 2524
52354, 28426, 2553
23521, 28705, 2582
24132, 19626, 1721
3970, 29333, 2640
13419, 29543, 2669
53670, 29822, 2698
16654, 30171, 2727
20182, 30451, 2756
26118, 30870, 2785
16131, 31219, 2814
27845, 31358, 2843
56228, 31778, 2872

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2872, 1405, 54965,0, 16213


BST Search
Item, Running Time, Numer of comparisons
38491, 2026, 1
23249, 1467, 5
13694, 1537, 11
38653, 1467, 7
57716, 1537, 10
18715, 1327, 6
6645, 1467, 12
52225, 1537, 10
40217, 1467, 9
57595, 1467, 11
4080, 1467, 11
9651, 1536, 14
21090, 1467, 10
56759, 1537, 12
23054, 1536, 11
29773, 1397, 10
10778, 1467, 14
28347, 1467, 12
38636, 1467, 8
25483, 1397, 11
46276, 1537, 12
45316, 1466, 12
54478, 1537, 15
35854, 1607, 17
20816, 1537, 11
44754, 1467, 13
47980, 1327, 6
39810, 1536, 12
10189, 1607, 19
49583, 1467, 9
35685, 1536, 17
25522, 1537, 12
21727, 1466, 9
53640, 1537, 14
55101, 1536, 14
52809, 1467, 12
2431, 1536, 13
9368, 1606, 17
31148, 1467, 13
47461, 1467, 11
18144, 1466, 9
42252, 1537, 13
43048, 1536, 14
50223, 1466, 12
29236, 1537, 14
18146, 1537, 10
56865, 1606, 15
40191, 1606, 15
15372, 1607, 15
50704, 1536, 15
9875, 1606, 18
15276, 1537, 17
56276, 1606, 15
38523, 1397, 9
37554, 1537, 13
57421, 1606, 15
19605, 1536, 9
172, 1537, 13
52393, 1396, 12
34574, 1537, 14
30301, 1537, 17
3195, 1466, 11
29094, 1537, 14
20687, 1536, 15
47869, 1397, 7
28552, 1607, 18
8562, 1607, 14
39970, 1536, 15
28433, 1537, 14
47246, 1536, 13
23962, 1536, 13
16405, 1606, 18
10420, 1537, 18
43165, 1537, 12
29310, 1606, 16
34024, 1606, 16
16996, 1606, 16
12877, 1537, 14
12640, 1536, 12
5442, 1537, 17
54018, 1607, 15
5548, 1746, 20
20406, 1467, 10
55034, 1746, 19
27402, 1676, 21
50842, 1606, 18
12856, 1676, 13
41483, 1536, 14
52354, 1467, 14
23521, 1606, 13
24132, 1467, 11
3970, 1467, 16
13419, 1117, 16
53670, 1677, 16
16654, 1187, 16
20182, 1606, 13
26118, 1537, 13
16131, 1606, 16
27845, 1536, 14
56228, 1607, 16

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
21, 13, 2026,0, 1528


AVL Search
Item, Running Time, Numer of comparisons
38491, 1466, 1
23249, 1397, 6
13694, 1467, 7
38653, 1467, 6
57716, 1466, 6
18715, 1467, 9
6645, 1327, 5
52225, 1536, 8
40217, 1467, 9
57595, 1397, 9
4080, 1117, 7
9651, 1187, 10
21090, 1188, 9
56759, 1467, 9
23054, 1397, 10
29773, 1536, 10
10778, 1536, 11
28347, 1537, 11
38636, 1466, 9
25483, 1466, 10
46276, 1467, 10
45316, 1536, 9
54478, 1466, 11
35854, 1537, 12
20816, 1467, 9
44754, 1467, 9
47980, 1467, 10
39810, 1467, 10
10189, 1536, 12
49583, 1467, 11
35685, 1466, 11
25522, 1397, 11
21727, 1606, 13
53640, 1467, 11
55101, 1396, 9
52809, 1467, 9
2431, 1536, 10
9368, 1537, 12
31148, 1536, 12
47461, 1467, 10
18144, 1467, 11
42252, 1466, 11
43048, 1467, 12
50223, 1536, 10
29236, 1537, 12
18146, 1466, 13
56865, 1537, 10
40191, 1467, 10
15372, 1536, 13
50704, 1537, 12
9875, 1466, 11
15276, 1537, 13
56276, 1537, 12
38523, 1467, 10
37554, 1536, 13
57421, 1467, 12
19605, 1467, 10
172, 1536, 11
52393, 1467, 11
34574, 1536, 11
30301, 1606, 14
3195, 1607, 12
29094, 1537, 13
20687, 1536, 12
47869, 1467, 11
28552, 1466, 12
8562, 1537, 12
39970, 1536, 10
28433, 1467, 12
47246, 1537, 13
23962, 1537, 12
16405, 1536, 11
10420, 1467, 11
43165, 1536, 12
29310, 1536, 12
34024, 1537, 14
16996, 1606, 14
12877, 1536, 12
12640, 1467, 12
5442, 1536, 12
54018, 1537, 10
5548, 1536, 15
20406, 1606, 10
55034, 1606, 11
27402, 1606, 13
50842, 1467, 12
12856, 1606, 13
41483, 1606, 12
52354, 1467, 11
23521, 1466, 11
24132, 1467, 12
3970, 1607, 14
13419, 1537, 13
53670, 1537, 12
16654, 1536, 13
20182, 1537, 13
26118, 1467, 11
16131, 1606, 14
27845, 1537, 12
56228, 1536, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
15, 10, 1607,0, 1495
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
15, 1327, 1
308, 1746, 31
682, 1955, 61
1005, 2305, 91
1340, 2515, 121
1656, 2864, 151
1988, 3213, 181
2341, 3631, 211
2617, 3841, 241
2931, 4330, 271
3214, 4540, 301
3535, 4819, 331
3839, 5168, 361
4119, 5447, 391
4430, 5727, 421
4744, 6076, 451
5118, 6496, 481
5420, 6775, 511
5673, 7263, 541
5998, 7473, 571
6326, 7822, 601
6636, 8172, 631
6935, 8241, 661
7265, 8730, 691
7575, 9079, 721
7877, 9359, 751
8143, 9568, 781
8510, 9988, 811
8852, 10336, 841
9217, 10755, 871
9506, 10965, 901
9830, 11244, 931
10121, 11524, 961
10449, 11943, 991
10750, 12292, 1021
11041, 12502, 1051
11362, 12851, 1081
11632, 13200, 1111
11913, 13549, 1141
12260, 13758, 1171
12591, 14038, 1201
12893, 14527, 1231
13211, 14876, 1261
13470, 14946, 1291
13783, 15296, 1321
14142, 15644, 1351
14489, 15854, 1381
14810, 16412, 1411
15167, 16622, 1441
15563, 16762, 1471
15885, 17111, 1501
16186, 17670, 1531
16490, 17949, 1561
16808, 18089, 1591
17104, 18647, 1621
17388, 18717, 1651
17791, 19136, 1681
18101, 19486, 1711
18419, 19765, 1741
18764, 20114, 1771
19102, 20185, 1801
19392, 20673, 1831
19685, 37295, 1861
20013, 21302, 1891
20304, 21511, 1921
20581, 21931, 1951
20899, 22279, 1981
21160, 22559, 2011
21427, 22768, 2041
21730, 23188, 2071
22032, 23537, 2101
22335, 23746, 2131
22558, 24305, 2161
22858, 24375, 2191
23143, 24864, 2221
23479, 25073, 2251
23827, 25283, 2281
24188, 25911, 2311
24471, 26051, 2341
24816, 26400, 2371
25103, 26750, 2401
25468, 27029, 2431
25772, 27238, 2461
26105, 27727, 2491
26426, 27937, 2521
26689, 28495, 2551
26983, 28565, 2581
27354, 28775, 2611
27667, 28985, 2641
28008, 29542, 2671
28309, 29822, 2701
28584, 30520, 2731
28906, 44488, 2761
29203, 31289, 2791
29523, 31499, 2821
29867, 35899, 2851
30226, 31010, 2881
30610, 29962, 2911
30942, 30381, 2941
31260, 30660, 2971

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2971, 1486, 44488,0, 17348


Binary Search
Item, Running Time, Numer of comparisons
15, 1536, 11
308, 1466, 10
682, 1467, 11
1005, 1466, 11
1340, 1537, 12
1656, 1466, 8
1988, 1537, 9
2341, 1537, 11
2617, 1536, 12
2931, 1467, 12
3214, 1466, 10
3535, 1536, 11
3839, 1467, 11
4119, 1606, 12
4430, 1467, 6
4744, 1537, 11
5118, 1466, 12
5420, 1537, 12
5673, 1396, 10
5998, 1467, 11
6326, 1537, 11
6636, 1467, 12
6935, 1536, 9
7265, 1467, 8
7575, 1537, 11
7877, 1466, 11
8143, 1467, 10
8510, 1466, 11
8852, 1466, 11
9217, 1537, 12
9506, 1466, 8
9830, 1397, 9
10121, 1467, 11
10449, 1466, 12
10750, 1537, 12
11041, 1467, 10
11362, 1467, 11
11632, 1466, 11
11913, 1537, 12
12260, 1397, 6
12591, 1536, 11
12893, 1537, 12
13211, 1466, 12
13470, 1537, 10
13783, 1536, 11
14142, 1537, 11
14489, 1536, 12
14810, 1467, 9
15167, 1396, 8
15563, 1537, 11
15885, 1536, 11
16186, 1467, 10
16490, 1606, 11
16808, 1536, 11
17104, 1536, 12
17388, 1397, 8
17791, 1397, 9
18101, 1466, 11
18419, 1467, 12
18764, 1536, 12
19102, 1537, 10
19392, 1466, 11
19685, 1467, 11
20013, 1606, 12
20304, 1397, 6
20581, 1467, 11
20899, 1536, 12
21160, 1606, 12
21427, 1397, 10
21730, 1537, 11
22032, 1467, 11
22335, 1537, 12
22558, 1467, 9
22858, 1397, 8
23143, 1466, 11
23479, 1536, 11
23827, 1537, 10
24188, 1467, 11
24471, 1536, 11
24816, 1606, 12
25103, 1397, 8
25468, 1117, 9
25772, 1676, 11
26105, 1187, 12
26426, 1466, 12
26689, 1467, 10
26983, 1467, 11
27354, 1466, 11
27667, 1607, 12
28008, 1536, 12
28309, 1467, 9
28584, 1536, 11
28906, 1467, 11
29203, 1466, 12
29523, 1397, 10
29867, 1467, 10
30226, 1466, 11
30610, 1537, 12
30942, 1467, 12
31260, 1397, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
12, 10, 1676,0, 1486


BST Search
Item, Running Time, Numer of comparisons
15, 2374, 1
308, 1676, 31
682, 1955, 61
1005, 2165, 91
1340, 2375, 121
1656, 2654, 151
1988, 2933, 181
2341, 3143, 211
2617, 3352, 241
2931, 3842, 271
3214, 3981, 301
3535, 4261, 331
3839, 4469, 361
4119, 4750, 391
4430, 5029, 421
4744, 5378, 451
5118, 14177, 481
5420, 122222, 511
5673, 48679, 541
5998, 31708, 571
6326, 7334, 601
6636, 7682, 631
6935, 7823, 661
7265, 8241, 691
7575, 8521, 721
7877, 8940, 751
8143, 9219, 781
8510, 9499, 811
8852, 9778, 841
9217, 10057, 871
9506, 10266, 901
9830, 10825, 931
10121, 11035, 961
10449, 11314, 991
10750, 11594, 1021
11041, 11803, 1051
11362, 12083, 1081
11632, 12362, 1111
11913, 12711, 1141
12260, 12712, 1171
12591, 13270, 1201
12893, 13549, 1231
13211, 13688, 1261
13470, 14038, 1291
13783, 14597, 1321
14142, 14736, 1351
14489, 15435, 1381
14810, 15575, 1411
15167, 15784, 1441
15563, 16483, 1471
15885, 16623, 1501
16186, 16413, 1531
16490, 16413, 1561
16808, 16972, 1591
17104, 17041, 1621
17388, 22489, 1651
17791, 16343, 1681
18101, 16762, 1711
18419, 16832, 1741
18764, 17391, 1771
19102, 17321, 1801
19392, 17880, 1831
19685, 17950, 1861
20013, 18369, 1891
20304, 18438, 1921
20581, 18787, 1951
20899, 28635, 1981
21160, 21581, 2011
21427, 21302, 2041
21730, 21581, 2071
22032, 21581, 2101
22335, 22210, 2131
22558, 27308, 2161
22858, 21162, 2191
23143, 21162, 2221
23479, 21581, 2251
23827, 21721, 2281
24188, 22280, 2311
24471, 22210, 2341
24816, 22699, 2371
25103, 22839, 2401
25468, 23327, 2431
25772, 23257, 2461
26105, 23746, 2491
26426, 23816, 2521
26689, 24304, 2551
26983, 24375, 2581
27354, 24584, 2611
27667, 24863, 2641
28008, 25213, 2671
28309, 25492, 2701
28584, 25772, 2731
28906, 25981, 2761
29203, 26261, 2791
29523, 26470, 2821
29867, 26749, 2851
30226, 27029, 2881
30610, 27308, 2911
30942, 27518, 2941
31260, 27867, 2971

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
2971, 1486, 122222,0, 17278


AVL Search
Item, Running Time, Numer of comparisons
15, 1955, 11
308, 1467, 11
682, 1467, 11
1005, 1467, 11
1340, 1467, 11
1656, 1467, 11
1988, 1397, 11
2341, 1467, 11
2617, 1467, 11
2931, 1466, 11
3214, 1397, 11
3535, 1397, 11
3839, 1397, 11
4119, 1397, 11
4430, 1466, 11
4744, 1397, 11
5118, 1397, 11
5420, 1397, 11
5673, 1466, 11
5998, 1467, 11
6326, 1397, 11
6636, 1397, 11
6935, 1397, 11
7265, 1466, 11
7575, 1467, 11
7877, 1047, 11
8143, 1467, 11
8510, 1467, 11
8852, 1397, 11
9217, 1466, 11
9506, 1467, 11
9830, 1536, 11
10121, 1467, 11
10449, 1397, 11
10750, 1466, 11
11041, 1467, 11
11362, 1466, 11
11632, 1467, 11
11913, 1467, 11
12260, 1467, 11
